date,product,position,ship_from,ship_to,price_usd_mt
2026-06-19,Soybeans,12019000190C,2026-11,2027-05,451.0
2026-06-19,Soybean Oil,15071000100Q,2026-06,2026-06,1172.0
2026-06-19,Soybean Oil,15071000100Q,2026-07,2026-07,1169.0
2026-06-19,Soybean Oil,15071000100Q,2026-08,2026-08,1165.0
2026-06-19,Soybean Oil,15071000100Q,2026-09,2026-09,1144.0
2026-06-19,Soybean Oil,15071000100Q,2026-10,2026-10,1154.0
2026-06-19,Soybean Oil,15071000100Q,2026-11,2027-05,1142.0
2026-06-19,Sunflower Oil,15121110310E,2026-06,2026-09,1310.0
2026-06-19,Sunflower Oil,15121110310E,2026-10,2026-10,1292.0
2026-06-19,Sunflower Oil,15121110310E,2026-11,2027-05,1285.0
2026-06-19,Soybean Meal,23040010100B,2026-06,2026-07,337.0
2026-06-19,Soybean Meal,23040010100B,2026-08,2026-08,334.0
2026-06-19,Soybean Meal,23040010100B,2026-09,2026-10,333.0
2026-06-19,Soybean Meal,23040010100B,2026-11,2027-01,335.0
2026-06-19,Soybean Meal,23040010100B,2027-02,2027-05,340.0
2026-06-22,Soybeans,12019000190C,2026-06,2026-06,417.0
2026-06-22,Soybeans,12019000190C,2026-07,2026-07,419.0
2026-06-22,Soybeans,12019000190C,2026-08,2026-08,423.0
2026-06-22,Soybeans,12019000190C,2026-09,2026-10,445.0
2026-06-22,Soybeans,12019000190C,2026-11,2027-05,451.0
2026-06-22,Soybean Oil,15071000100Q,2026-06,2026-06,1192.0
2026-06-22,Soybean Oil,15071000100Q,2026-07,2026-07,1190.0
2026-06-22,Soybean Oil,15071000100Q,2026-08,2026-08,1174.0
2026-06-22,Soybean Oil,15071000100Q,2026-09,2026-09,1148.0
2026-06-22,Soybean Oil,15071000100Q,2026-10,2026-10,1157.0
2026-06-22,Soybean Oil,15071000100Q,2026-11,2027-05,1144.0
2026-06-22,Sunflower Oil,15121110310E,2026-06,2026-09,1303.0
2026-06-22,Sunflower Oil,15121110310E,2026-10,2026-10,1292.0
2026-06-22,Sunflower Oil,15121110310E,2026-11,2027-05,1285.0
2026-06-22,Soybean Meal,23040010100B,2026-06,2026-06,334.0
2026-06-22,Soybean Meal,23040010100B,2026-07,2026-07,335.0
2026-06-22,Soybean Meal,23040010100B,2026-08,2026-12,332.0
2026-06-22,Soybean Meal,23040010100B,2027-01,2027-05,336.0
2026-06-23,Soybeans,12019000190C,2026-06,2026-06,414.0
2026-06-23,Soybeans,12019000190C,2026-07,2026-07,420.0
2026-06-23,Soybeans,12019000190C,2026-08,2026-08,422.0
2026-06-23,Soybeans,12019000190C,2026-09,2027-05,427.0
2026-06-23,Soybean Oil,15071000100Q,2026-06,2026-06,1183.0
2026-06-23,Soybean Oil,15071000100Q,2026-07,2026-07,1182.0
2026-06-23,Soybean Oil,15071000100Q,2026-08,2026-08,1173.0
2026-06-23,Soybean Oil,15071000100Q,2026-09,2026-09,1153.0
2026-06-23,Soybean Oil,15071000100Q,2026-10,2026-10,1159.0
2026-06-23,Soybean Oil,15071000100Q,2026-11,2026-11,1145.0
2026-06-23,Soybean Oil,15071000100Q,2026-12,2027-05,1147.0
2026-06-23,Sunflower Oil,15121110310E,2026-06,2026-09,1299.0
2026-06-23,Sunflower Oil,15121110310E,2026-10,2026-10,1290.0
2026-06-23,Sunflower Oil,15121110310E,2026-11,2027-05,1280.0
2026-06-23,Soybean Meal,23040010100B,2026-06,2026-07,338.0
2026-06-23,Soybean Meal,23040010100B,2026-08,2026-08,335.0
2026-06-23,Soybean Meal,23040010100B,2026-09,2026-09,331.0
2026-06-23,Soybean Meal,23040010100B,2026-10,2027-01,328.0
2026-06-23,Soybean Meal,23040010100B,2027-02,2027-05,333.0
2026-06-24,Soybeans,12019000190C,2026-06,2026-06,413.0
2026-06-24,Soybeans,12019000190C,2026-07,2026-07,417.0
2026-06-24,Soybeans,12019000190C,2026-08,2026-08,425.0
2026-06-24,Soybeans,12019000190C,2026-09,2026-09,433.0
2026-06-24,Soybeans,12019000190C,2026-10,2027-05,451.0
2026-06-24,Soybean Oil,15071000100Q,2026-06,2026-07,1199.0
2026-06-24,Soybean Oil,15071000100Q,2026-08,2026-08,1178.0
2026-06-24,Soybean Oil,15071000100Q,2026-09,2026-09,1162.0
2026-06-24,Soybean Oil,15071000100Q,2026-10,2026-10,1166.0
2026-06-24,Soybean Oil,15071000100Q,2026-11,2027-05,1159.0
2026-06-24,Sunflower Oil,15121110310E,2026-06,2026-09,1309.0
2026-06-24,Sunflower Oil,15121110310E,2026-10,2026-10,1292.0
2026-06-24,Sunflower Oil,15121110310E,2026-11,2027-05,1285.0
2026-06-24,Soybean Meal,23040010100B,2026-06,2026-07,340.0
2026-06-24,Soybean Meal,23040010100B,2026-08,2026-08,335.0
2026-06-24,Soybean Meal,23040010100B,2026-09,2026-09,332.0
2026-06-24,Soybean Meal,23040010100B,2026-10,2027-01,330.0
2026-06-24,Soybean Meal,23040010100B,2027-02,2027-05,336.0
2026-06-25,Soybeans,12019000190C,2026-06,2026-06,421.0
2026-06-25,Soybeans,12019000190C,2026-07,2026-07,425.0
2026-06-25,Soybeans,12019000190C,2026-08,2026-08,429.0
2026-06-25,Soybeans,12019000190C,2026-09,2026-09,438.0
2026-06-25,Soybeans,12019000190C,2026-10,2027-05,456.0
2026-06-25,Soybean Oil,15071000100Q,2026-06,2026-07,1194.0
2026-06-25,Soybean Oil,15071000100Q,2026-08,2026-08,1173.0
2026-06-25,Soybean Oil,15071000100Q,2026-09,2026-09,1153.0
2026-06-25,Soybean Oil,15071000100Q,2026-10,2026-10,1168.0
2026-06-25,Soybean Oil,15071000100Q,2026-11,2027-05,1155.0
2026-06-25,Sunflower Oil,15121110310E,2026-06,2026-09,1307.0
2026-06-25,Sunflower Oil,15121110310E,2026-10,2026-10,1292.0
2026-06-25,Sunflower Oil,15121110310E,2026-11,2027-05,1285.0
2026-06-25,Soybean Meal,23040010100B,2026-06,2026-07,343.0
2026-06-25,Soybean Meal,23040010100B,2026-08,2026-08,337.0
2026-06-25,Soybean Meal,23040010100B,2026-09,2027-01,335.0
2026-06-25,Soybean Meal,23040010100B,2027-02,2027-05,338.0
2026-06-26,Soybeans,12019000190C,2026-06,2026-06,418.0
2026-06-26,Soybeans,12019000190C,2026-07,2026-07,425.0
2026-06-26,Soybeans,12019000190C,2026-08,2026-08,429.0
2026-06-26,Soybeans,12019000190C,2026-09,2026-09,433.0
2026-06-26,Soybeans,12019000190C,2026-10,2027-05,456.0
2026-06-26,Soybean Oil,15071000100Q,2026-06,2026-06,1187.0
2026-06-26,Soybean Oil,15071000100Q,2026-07,2026-07,1181.0
2026-06-26,Soybean Oil,15071000100Q,2026-08,2026-08,1165.0
2026-06-26,Soybean Oil,15071000100Q,2026-09,2026-09,1155.0
2026-06-26,Soybean Oil,15071000100Q,2026-10,2026-10,1161.0
2026-06-26,Soybean Oil,15071000100Q,2026-11,2027-05,1147.0
2026-06-26,Sunflower Oil,15121110310E,2026-06,2026-07,1318.0
2026-06-26,Sunflower Oil,15121110310E,2026-08,2026-09,1313.0
2026-06-26,Sunflower Oil,15121110310E,2026-10,2026-10,1298.0
2026-06-26,Sunflower Oil,15121110310E,2026-11,2027-05,1300.0
2026-06-26,Soybean Meal,23040010100B,2026-06,2026-07,340.0
2026-06-26,Soybean Meal,23040010100B,2026-08,2026-08,335.0
2026-06-26,Soybean Meal,23040010100B,2026-09,2026-12,334.0
2026-06-26,Soybean Meal,23040010100B,2027-01,2027-05,337.0
2026-06-29,Soybeans,12019000190C,2026-06,2026-06,414.0
2026-06-29,Soybeans,12019000190C,2026-07,2026-07,419.0
2026-06-29,Soybeans,12019000190C,2026-08,2026-08,422.0
2026-06-29,Soybeans,12019000190C,2026-09,2026-09,426.0
2026-06-29,Soybeans,12019000190C,2026-10,2027-05,450.0
2026-06-29,Soybean Oil,15071000100Q,2026-06,2026-06,1163.0
2026-06-29,Soybean Oil,15071000100Q,2026-07,2026-07,1164.0
2026-06-29,Soybean Oil,15071000100Q,2026-08,2026-08,1148.0
2026-06-29,Soybean Oil,15071000100Q,2026-09,2026-09,1135.0
2026-06-29,Soybean Oil,15071000100Q,2026-10,2026-10,1147.0
2026-06-29,Soybean Oil,15071000100Q,2026-11,2027-05,1136.0
2026-06-29,Sunflower Oil,15121110310E,2026-06,2026-07,1315.0
2026-06-29,Sunflower Oil,15121110310E,2026-08,2026-09,1313.0
2026-06-29,Sunflower Oil,15121110310E,2026-10,2026-10,1298.0
2026-06-29,Sunflower Oil,15121110310E,2026-11,2027-05,1300.0
2026-06-29,Soybean Meal,23040010100B,2026-06,2026-07,335.0
2026-06-29,Soybean Meal,23040010100B,2026-08,2026-08,334.0
2026-06-29,Soybean Meal,23040010100B,2026-09,2026-12,332.0
2026-06-29,Soybean Meal,23040010100B,2027-01,2027-05,335.0
2026-06-30,Soybeans,12019000190C,2026-07,2026-07,422.0
2026-06-30,Soybeans,12019000190C,2026-08,2026-09,427.0
2026-06-30,Soybeans,12019000190C,2026-10,2027-06,452.0
2026-06-30,Soybean Oil,15071000100Q,2026-07,2026-07,1159.0
2026-06-30,Soybean Oil,15071000100Q,2026-08,2026-08,1149.0
2026-06-30,Soybean Oil,15071000100Q,2026-09,2026-09,1140.0
2026-06-30,Soybean Oil,15071000100Q,2026-10,2026-10,1138.0
2026-06-30,Soybean Oil,15071000100Q,2026-11,2027-06,1129.0
2026-06-30,Sunflower Oil,15121110310E,2026-07,2026-07,1316.0
