date,product,position,ship_from,ship_to,price_usd_mt
2025-12-11,Sunflower Oil,15121110310E,2026-02,2026-02,1204.0
2025-12-11,Sunflower Oil,15121110310E,2026-03,2026-03,1197.0
2025-12-11,Sunflower Oil,15121110310E,2026-04,2026-07,1186.0
2025-12-11,Sunflower Oil,15121110310E,2026-08,2026-09,1193.0
2025-12-11,Sunflower Oil,15121110310E,2026-10,2026-11,1170.0
2025-12-11,Soybean Meal,23040010100B,2025-12,2026-02,340.0
2025-12-11,Soybean Meal,23040010100B,2026-03,2026-03,339.0
2025-12-11,Soybean Meal,23040010100B,2026-04,2026-05,330.0
2025-12-11,Soybean Meal,23040010100B,2026-06,2026-07,334.0
2025-12-11,Soybean Meal,23040010100B,2026-08,2026-11,336.0
2025-12-12,Soybeans,12019000190C,2025-12,2026-01,417.0
2025-12-12,Soybeans,12019000190C,2026-02,2026-02,423.0
2025-12-12,Soybeans,12019000190C,2026-03,2026-03,414.0
2025-12-12,Soybeans,12019000190C,2026-04,2026-04,396.0
2025-12-12,Soybeans,12019000190C,2026-05,2026-06,388.0
2025-12-12,Soybeans,12019000190C,2026-07,2026-09,412.0
2025-12-12,Soybeans,12019000190C,2026-10,2026-11,435.0
2025-12-12,Soybean Oil,15071000100Q,2025-12,2025-12,1096.0
2025-12-12,Soybean Oil,15071000100Q,2026-01,2026-01,1090.0
2025-12-12,Soybean Oil,15071000100Q,2026-02,2026-02,1072.0
2025-12-12,Soybean Oil,15071000100Q,2026-03,2026-03,1043.0
2025-12-12,Soybean Oil,15071000100Q,2026-04,2026-04,1003.0
2025-12-12,Soybean Oil,15071000100Q,2026-05,2026-05,1001.0
2025-12-12,Soybean Oil,15071000100Q,2026-06,2026-07,1000.0
2025-12-12,Soybean Oil,15071000100Q,2026-08,2026-11,984.0
2025-12-12,Sunflower Oil,15121110310E,2025-12,2025-12,1210.0
2025-12-12,Sunflower Oil,15121110310E,2026-01,2026-01,1205.0
2025-12-12,Sunflower Oil,15121110310E,2026-02,2026-02,1201.0
2025-12-12,Sunflower Oil,15121110310E,2026-03,2026-03,1196.0
2025-12-12,Sunflower Oil,15121110310E,2026-04,2026-04,1186.0
2025-12-12,Sunflower Oil,15121110310E,2026-05,2026-07,1185.0
2025-12-12,Sunflower Oil,15121110310E,2026-08,2026-09,1193.0
2025-12-12,Sunflower Oil,15121110310E,2026-10,2026-11,1170.0
2025-12-12,Soybean Meal,23040010100B,2025-12,2026-01,340.0
2025-12-12,Soybean Meal,23040010100B,2026-02,2026-02,339.0
2025-12-12,Soybean Meal,23040010100B,2026-03,2026-03,338.0
2025-12-12,Soybean Meal,23040010100B,2026-04,2026-04,328.0
2025-12-12,Soybean Meal,23040010100B,2026-05,2026-05,327.0
2025-12-12,Soybean Meal,23040010100B,2026-06,2026-11,332.0
2025-12-15,Soybeans,12019000190C,2025-12,2026-01,416.0
2025-12-15,Soybeans,12019000190C,2026-02,2026-02,422.0
2025-12-15,Soybeans,12019000190C,2026-03,2026-03,413.0
2025-12-15,Soybeans,12019000190C,2026-04,2026-04,397.0
2025-12-15,Soybeans,12019000190C,2026-05,2026-06,390.0
2025-12-15,Soybeans,12019000190C,2026-07,2026-09,412.0
2025-12-15,Soybeans,12019000190C,2026-10,2026-11,435.0
2025-12-15,Soybean Oil,15071000100Q,2025-12,2025-12,1089.0
2025-12-15,Soybean Oil,15071000100Q,2026-01,2026-01,1086.0
2025-12-15,Soybean Oil,15071000100Q,2026-02,2026-02,1063.0
2025-12-15,Soybean Oil,15071000100Q,2026-03,2026-03,1041.0
2025-12-15,Soybean Oil,15071000100Q,2026-04,2026-04,997.0
2025-12-15,Soybean Oil,15071000100Q,2026-05,2026-05,995.0
2025-12-15,Soybean Oil,15071000100Q,2026-06,2026-07,991.0
2025-12-15,Soybean Oil,15071000100Q,2026-08,2026-11,983.0
2025-12-15,Sunflower Oil,15121110310E,2025-12,2025-12,1213.0
2025-12-15,Sunflower Oil,15121110310E,2026-01,2026-01,1207.0
2025-12-15,Sunflower Oil,15121110310E,2026-02,2026-02,1201.0
2025-12-15,Sunflower Oil,15121110310E,2026-03,2026-03,1195.0
2025-12-15,Sunflower Oil,15121110310E,2026-04,2026-04,1190.0
2025-12-15,Sunflower Oil,15121110310E,2026-05,2026-07,1189.0
2025-12-15,Sunflower Oil,15121110310E,2026-08,2026-09,1200.0
2025-12-15,Sunflower Oil,15121110310E,2026-10,2026-11,1185.0
2025-12-15,Soybean Meal,23040010100B,2025-12,2026-01,342.0
2025-12-15,Soybean Meal,23040010100B,2026-02,2026-02,341.0
2025-12-15,Soybean Meal,23040010100B,2026-03,2026-03,339.0
2025-12-15,Soybean Meal,23040010100B,2026-04,2026-04,330.0
2025-12-15,Soybean Meal,23040010100B,2026-05,2026-05,331.0
2025-12-15,Soybean Meal,23040010100B,2026-06,2026-11,333.0
2025-12-16,Soybeans,12019000190C,2025-12,2026-01,412.0
2025-12-16,Soybeans,12019000190C,2026-02,2026-02,418.0
2025-12-16,Soybeans,12019000190C,2026-03,2026-03,409.0
2025-12-16,Soybeans,12019000190C,2026-04,2026-04,393.0
2025-12-16,Soybeans,12019000190C,2026-05,2026-06,389.0
2025-12-16,Soybeans,12019000190C,2026-07,2026-09,410.0
2025-12-16,Soybeans,12019000190C,2026-10,2026-11,432.0
2025-12-16,Soybean Oil,15071000100Q,2025-12,2026-01,1076.0
2025-12-16,Soybean Oil,15071000100Q,2026-02,2026-02,1059.0
2025-12-16,Soybean Oil,15071000100Q,2026-03,2026-03,1030.0
2025-12-16,Soybean Oil,15071000100Q,2026-04,2026-05,993.0
2025-12-16,Soybean Oil,15071000100Q,2026-06,2026-06,989.0
2025-12-16,Soybean Oil,15071000100Q,2026-07,2026-07,990.0
2025-12-16,Soybean Oil,15071000100Q,2026-08,2026-11,977.0
2025-12-16,Sunflower Oil,15121110310E,2025-12,2025-12,1211.0
2025-12-16,Sunflower Oil,15121110310E,2026-01,2026-01,1205.0
2025-12-16,Sunflower Oil,15121110310E,2026-02,2026-02,1200.0
2025-12-16,Sunflower Oil,15121110310E,2026-03,2026-03,1193.0
2025-12-16,Sunflower Oil,15121110310E,2026-04,2026-04,1189.0
2025-12-16,Sunflower Oil,15121110310E,2026-05,2026-07,1188.0
2025-12-16,Sunflower Oil,15121110310E,2026-08,2026-09,1200.0
2025-12-16,Sunflower Oil,15121110310E,2026-10,2026-11,1185.0
2025-12-16,Soybean Meal,23040010100B,2025-12,2026-02,341.0
2025-12-16,Soybean Meal,23040010100B,2026-03,2026-03,339.0
2025-12-16,Soybean Meal,23040010100B,2026-04,2026-04,330.0
2025-12-16,Soybean Meal,23040010100B,2026-05,2026-05,329.0
2025-12-16,Soybean Meal,23040010100B,2026-06,2026-11,334.0
2025-12-17,Soybeans,12019000190C,2025-12,2026-01,411.0
2025-12-17,Soybeans,12019000190C,2026-02,2026-02,417.0
2025-12-17,Soybeans,12019000190C,2026-03,2026-03,408.0
2025-12-17,Soybeans,12019000190C,2026-04,2026-04,393.0
2025-12-17,Soybeans,12019000190C,2026-05,2026-06,389.0
2025-12-17,Soybeans,12019000190C,2026-07,2026-09,408.0
2025-12-17,Soybeans,12019000190C,2026-10,2026-11,430.0
2025-12-17,Soybean Oil,15071000100Q,2025-12,2026-01,1081.0
2025-12-17,Soybean Oil,15071000100Q,2026-02,2026-02,1072.0
2025-12-17,Soybean Oil,15071000100Q,2026-03,2026-03,1043.0
2025-12-17,Soybean Oil,15071000100Q,2026-04,2026-04,1010.0
2025-12-17,Soybean Oil,15071000100Q,2026-05,2026-05,1007.0
2025-12-17,Soybean Oil,15071000100Q,2026-06,2026-07,1005.0
2025-12-17,Soybean Oil,15071000100Q,2026-08,2026-11,992.0
2025-12-17,Sunflower Oil,15121110310E,2025-12,2026-01,1188.0
2025-12-17,Sunflower Oil,15121110310E,2026-02,2026-02,1183.0
2025-12-17,Sunflower Oil,15121110310E,2026-03,2026-11,1178.0
2025-12-17,Soybean Meal,23040010100B,2025-12,2026-02,336.0
2025-12-17,Soybean Meal,23040010100B,2026-03,2026-03,335.0
2025-12-17,Soybean Meal,23040010100B,2026-04,2026-04,324.0
2025-12-17,Soybean Meal,23040010100B,2026-05,2026-05,323.0
2025-12-17,Soybean Meal,23040010100B,2026-06,2026-11,328.0
2025-12-18,Soybeans,12019000190C,2025-12,2026-01,408.0
2025-12-18,Soybeans,12019000190C,2026-02,2026-02,414.0
2025-12-18,Soybeans,12019000190C,2026-03,2026-03,405.0
2025-12-18,Soybeans,12019000190C,2026-04,2026-04,389.0
2025-12-18,Soybeans,12019000190C,2026-05,2026-06,387.0
2025-12-18,Soybeans,12019000190C,2026-07,2026-09,405.0
2025-12-18,Soybeans,12019000190C,2026-10,2026-11,428.0
2025-12-18,Soybean Oil,15071000100Q,2025-12,2026-01,1072.0
2025-12-18,Soybean Oil,15071000100Q,2026-02,2026-02,1061.0
2025-12-18,Soybean Oil,15071000100Q,2026-03,2026-03,1036.0
2025-12-18,Soybean Oil,15071000100Q,2026-04,2026-05,1000.0
2025-12-18,Soybean Oil,15071000100Q,2026-06,2026-07,993.0
2025-12-18,Soybean Oil,15071000100Q,2026-08,2026-11,985.0
2025-12-18,Sunflower Oil,15121110310E,2025-12,2025-12,1207.0
2025-12-18,Sunflower Oil,15121110310E,2026-01,2026-01,1201.0
2025-12-18,Sunflower Oil,15121110310E,2026-02,2026-02,1197.0
2025-12-18,Sunflower Oil,15121110310E,2026-03,2026-03,1191.0
2025-12-18,Sunflower Oil,15121110310E,2026-04,2026-04,1186.0
2025-12-18,Sunflower Oil,15121110310E,2026-05,2026-05,1185.0
2025-12-18,Sunflower Oil,15121110310E,2026-06,2026-07,1187.0
2025-12-18,Sunflower Oil,15121110310E,2026-08,2026-11,1195.0
2025-12-18,Soybean Meal,23040010100B,2025-12,2026-01,336.0
2025-12-18,Soybean Meal,23040010100B,2026-02,2026-02,338.0
2025-12-18,Soybean Meal,23040010100B,2026-03,2026-03,337.0
2025-12-18,Soybean Meal,23040010100B,2026-04,2026-05,324.0
2025-12-18,Soybean Meal,23040010100B,2026-06,2026-11,329.0
2025-12-19,Soybeans,12019000190C,2025-12,2026-01,407.0
2025-12-19,Soybeans,12019000190C,2026-02,2026-02,414.0
2025-12-19,Soybeans,12019000190C,2026-03,2026-03,404.0
2025-12-19,Soybeans,12019000190C,2026-04,2026-04,389.0
2025-12-19,Soybeans,12019000190C,2026-05,2026-06,386.0
2025-12-19,Soybeans,12019000190C,2026-07,2026-09,405.0
2025-12-19,Soybeans,12019000190C,2026-10,2026-11,427.0
2025-12-19,Soybean Oil,15071000100Q,2025-12,2026-01,1071.0
2025-12-19,Soybean Oil,15071000100Q,2026-02,2026-02,1058.0
2025-12-19,Soybean Oil,15071000100Q,2026-03,2026-03,1034.0
2025-12-19,Soybean Oil,15071000100Q,2026-04,2026-04,996.0
2025-12-19,Soybean Oil,15071000100Q,2026-05,2026-05,995.0
2025-12-19,Soybean Oil,15071000100Q,2026-06,2026-06,986.0
2025-12-19,Soybean Oil,15071000100Q,2026-07,2026-11,985.0
2025-12-19,Sunflower Oil,15121110310E,2025-12,2025-12,1203.0
2025-12-19,Sunflower Oil,15121110310E,2026-01,2026-01,1200.0
2025-12-19,Sunflower Oil,15121110310E,2026-02,2026-02,1196.0
2025-12-19,Sunflower Oil,15121110310E,2026-03,2026-03,1189.0
2025-12-19,Sunflower Oil,15121110310E,2026-04,2026-04,1186.0
2025-12-19,Sunflower Oil,15121110310E,2026-05,2026-05,1185.0
2025-12-19,Sunflower Oil,15121110310E,2026-06,2026-07,1187.0
2025-12-19,Sunflower Oil,15121110310E,2026-08,2026-11,1195.0
2025-12-19,Soybean Meal,23040010100B,2025-12,2026-02,337.0
2025-12-19,Soybean Meal,23040010100B,2026-03,2026-03,335.0
2025-12-19,Soybean Meal,23040010100B,2026-04,2026-04,325.0
2025-12-19,Soybean Meal,23040010100B,2026-05,2026-05,324.0
2025-12-19,Soybean Meal,23040010100B,2026-06,2026-11,327.0
2025-12-22,Soybeans,12019000190C,2025-12,2026-01,408.0
2025-12-22,Soybeans,12019000190C,2026-02,2026-02,415.0
2025-12-22,Soybeans,12019000190C,2026-03,2026-03,406.0
2025-12-22,Soybeans,12019000190C,2026-04,2026-04,391.0
2025-12-22,Soybeans,12019000190C,2026-05,2026-06,388.0
2025-12-22,Soybeans,12019000190C,2026-07,2026-09,407.0
2025-12-22,Soybeans,12019000190C,2026-10,2026-11,429.0
2025-12-22,Soybean Oil,15071000100Q,2025-12,2026-01,1085.0
2025-12-22,Soybean Oil,15071000100Q,2026-02,2026-02,1070.0
2025-12-22,Soybean Oil,15071000100Q,2026-03,2026-03,1047.0
2025-12-22,Soybean Oil,15071000100Q,2026-04,2026-05,1005.0
2025-12-22,Soybean Oil,15071000100Q,2026-06,2026-06,998.0
2025-12-22,Soybean Oil,15071000100Q,2026-07,2026-11,997.0
2025-12-22,Sunflower Oil,15121110310E,2025-12,2025-12,1203.0
2025-12-22,Sunflower Oil,15121110310E,2026-01,2026-01,1200.0
2025-12-22,Sunflower Oil,15121110310E,2026-02,2026-02,1196.0
2025-12-22,Sunflower Oil,15121110310E,2026-03,2026-03,1190.0
2025-12-22,Sunflower Oil,15121110310E,2026-04,2026-05,1186.0
2025-12-22,Sunflower Oil,15121110310E,2026-06,2026-07,1187.0
2025-12-22,Sunflower Oil,15121110310E,2026-08,2026-11,1195.0
2025-12-22,Soybean Meal,23040010100B,2025-12,2026-02,338.0
2025-12-22,Soybean Meal,23040010100B,2026-03,2026-03,335.0
2025-12-22,Soybean Meal,23040010100B,2026-04,2026-04,324.0
2025-12-22,Soybean Meal,23040010100B,2026-05,2026-05,323.0
2025-12-22,Soybean Meal,23040010100B,2026-06,2026-11,328.0
2025-12-23,Soybeans,12019000190C,2025-12,2026-01,408.0
2025-12-23,Soybeans,12019000190C,2026-02,2026-02,415.0
2025-12-23,Soybeans,12019000190C,2026-03,2026-03,406.0
2025-12-23,Soybeans,12019000190C,2026-04,2026-04,390.0
2025-12-23,Soybeans,12019000190C,2026-05,2026-06,388.0
2025-12-23,Soybeans,12019000190C,2026-07,2026-09,406.0
2025-12-23,Soybeans,12019000190C,2026-10,2026-11,429.0
2025-12-23,Soybean Oil,15071000100Q,2025-12,2026-01,1079.0
2025-12-23,Soybean Oil,15071000100Q,2026-02,2026-02,1067.0
2025-12-23,Soybean Oil,15071000100Q,2026-03,2026-03,1042.0
2025-12-23,Soybean Oil,15071000100Q,2026-04,2026-05,996.0
2025-12-23,Soybean Oil,15071000100Q,2026-06,2026-06,997.0
2025-12-23,Soybean Oil,15071000100Q,2026-07,2026-07,998.0
2025-12-23,Soybean Oil,15071000100Q,2026-08,2026-11,991.0
2025-12-23,Sunflower Oil,15121110310E,2025-12,2025-12,1208.0
2025-12-23,Sunflower Oil,15121110310E,2026-01,2026-01,1205.0
2025-12-23,Sunflower Oil,15121110310E,2026-02,2026-02,1201.0
2025-12-23,Sunflower Oil,15121110310E,2026-03,2026-03,1197.0
2025-12-23,Sunflower Oil,15121110310E,2026-04,2026-04,1191.0
2025-12-23,Sunflower Oil,15121110310E,2026-05,2026-05,1190.0
2025-12-23,Sunflower Oil,15121110310E,2026-06,2026-07,1193.0
2025-12-23,Sunflower Oil,15121110310E,2026-08,2026-09,1205.0
2025-12-23,Sunflower Oil,15121110310E,2026-10,2026-11,1195.0
2025-12-23,Soybean Meal,23040010100B,2025-12,2026-01,341.0
2025-12-23,Soybean Meal,23040010100B,2026-02,2026-02,340.0
2025-12-23,Soybean Meal,23040010100B,2026-03,2026-03,338.0
2025-12-23,Soybean Meal,23040010100B,2026-04,2026-05,325.0
2025-12-23,Soybean Meal,23040010100B,2026-06,2026-11,330.0
2025-12-26,Soybeans,12019000190C,2025-12,2026-01,410.0
2025-12-26,Soybeans,12019000190C,2026-02,2026-02,418.0
2025-12-26,Soybeans,12019000190C,2026-03,2026-03,409.0
2025-12-26,Soybeans,12019000190C,2026-04,2026-04,395.0
2025-12-26,Soybeans,12019000190C,2026-05,2026-06,391.0
2025-12-26,Soybeans,12019000190C,2026-07,2026-09,410.0
2025-12-26,Soybeans,12019000190C,2026-10,2026-11,432.0
2025-12-26,Soybean Oil,15071000100Q,2025-12,2026-01,1085.0
2025-12-26,Soybean Oil,15071000100Q,2026-02,2026-02,1075.0
2025-12-26,Soybean Oil,15071000100Q,2026-03,2026-03,1048.0
2025-12-26,Soybean Oil,15071000100Q,2026-04,2026-05,1005.0
2025-12-26,Soybean Oil,15071000100Q,2026-06,2026-07,1007.0
2025-12-26,Soybean Oil,15071000100Q,2026-08,2026-11,1001.0
2025-12-26,Sunflower Oil,15121110310E,2025-12,2025-12,1209.0
2025-12-26,Sunflower Oil,15121110310E,2026-01,2026-01,1206.0
2025-12-26,Sunflower Oil,15121110310E,2026-02,2026-02,1202.0
2025-12-26,Sunflower Oil,15121110310E,2026-03,2026-03,1198.0
2025-12-26,Sunflower Oil,15121110310E,2026-04,2026-04,1191.0
2025-12-26,Sunflower Oil,15121110310E,2026-05,2026-05,1190.0
2025-12-26,Sunflower Oil,15121110310E,2026-06,2026-07,1193.0
2025-12-26,Sunflower Oil,15121110310E,2026-08,2026-09,1205.0
2025-12-26,Sunflower Oil,15121110310E,2026-10,2026-11,1195.0
2025-12-26,Soybean Meal,23040010100B,2025-12,2026-01,345.0
2025-12-26,Soybean Meal,23040010100B,2026-02,2026-02,344.0
2025-12-26,Soybean Meal,23040010100B,2026-03,2026-03,342.0
2025-12-26,Soybean Meal,23040010100B,2026-04,2026-05,330.0
2025-12-26,Soybean Meal,23040010100B,2026-06,2026-07,335.0
2025-12-26,Soybean Meal,23040010100B,2026-08,2026-11,337.0
2025-12-29,Soybeans,12019000190C,2025-12,2026-01,407.0
2025-12-29,Soybeans,12019000190C,2026-02,2026-02,415.0
2025-12-29,Soybeans,12019000190C,2026-03,2026-03,406.0
2025-12-29,Soybeans,12019000190C,2026-04,2026-04,393.0
2025-12-29,Soybeans,12019000190C,2026-05,2026-05,389.0
2025-12-29,Soybeans,12019000190C,2026-06,2026-06,391.0
2025-12-29,Soybeans,12019000190C,2026-07,2026-09,408.0
2025-12-29,Soybeans,12019000190C,2026-10,2026-11,430.0
2025-12-29,Soybean Oil,15071000100Q,2025-12,2026-01,1087.0
2025-12-29,Soybean Oil,15071000100Q,2026-02,2026-02,1078.0
2025-12-29,Soybean Oil,15071000100Q,2026-03,2026-03,1051.0
2025-12-29,Soybean Oil,15071000100Q,2026-04,2026-04,1008.0
2025-12-29,Soybean Oil,15071000100Q,2026-05,2026-05,1010.0
2025-12-29,Soybean Oil,15071000100Q,2026-06,2026-06,1012.0
2025-12-29,Soybean Oil,15071000100Q,2026-07,2026-07,1011.0
2025-12-29,Soybean Oil,15071000100Q,2026-08,2026-11,1003.0
2025-12-29,Sunflower Oil,15121110310E,2025-12,2025-12,1209.0
2025-12-29,Sunflower Oil,15121110310E,2026-01,2026-01,1207.0
2025-12-29,Sunflower Oil,15121110310E,2026-02,2026-02,1203.0
2025-12-29,Sunflower Oil,15121110310E,2026-03,2026-03,1199.0
2025-12-29,Sunflower Oil,15121110310E,2026-04,2026-04,1196.0
2025-12-29,Sunflower Oil,15121110310E,2026-05,2026-05,1193.0
2025-12-29,Sunflower Oil,15121110310E,2026-06,2026-07,1191.0
2025-12-29,Sunflower Oil,15121110310E,2026-08,2026-09,1205.0
2025-12-29,Sunflower Oil,15121110310E,2026-10,2026-11,1195.0
2025-12-29,Soybean Meal,23040010100B,2025-12,2026-01,340.0
2025-12-29,Soybean Meal,23040010100B,2026-02,2026-02,342.0
2025-12-29,Soybean Meal,23040010100B,2026-03,2026-03,338.0
2025-12-29,Soybean Meal,23040010100B,2026-04,2026-05,326.0
2025-12-29,Soybean Meal,23040010100B,2026-06,2026-11,332.0
2025-12-30,Soybeans,12019000190C,2026-01,2026-01,407.0
2025-12-30,Soybeans,12019000190C,2026-02,2026-02,414.0
2025-12-30,Soybeans,12019000190C,2026-03,2026-03,405.0
2025-12-30,Soybeans,12019000190C,2026-04,2026-04,392.0
2025-12-30,Soybeans,12019000190C,2026-05,2026-05,389.0
2025-12-30,Soybeans,12019000190C,2026-06,2026-06,391.0
2025-12-30,Soybeans,12019000190C,2026-07,2026-09,407.0
2025-12-30,Soybeans,12019000190C,2026-10,2026-12,429.0
2025-12-30,Soybean Oil,15071000100Q,2026-01,2026-01,1091.0
2025-12-30,Soybean Oil,15071000100Q,2026-02,2026-02,1080.0
2025-12-30,Soybean Oil,15071000100Q,2026-03,2026-03,1053.0
2025-12-30,Soybean Oil,15071000100Q,2026-04,2026-04,1015.0
2025-12-30,Soybean Oil,15071000100Q,2026-05,2026-05,1014.0
2025-12-30,Soybean Oil,15071000100Q,2026-06,2026-06,1018.0
2025-12-30,Soybean Oil,15071000100Q,2026-07,2026-07,1017.0
2025-12-30,Soybean Oil,15071000100Q,2026-08,2026-12,1003.0
2025-12-30,Sunflower Oil,15121110310E,2026-01,2026-01,1208.0
2025-12-30,Sunflower Oil,15121110310E,2026-02,2026-02,1203.0
2025-12-30,Sunflower Oil,15121110310E,2026-03,2026-03,1199.0
2025-12-30,Sunflower Oil,15121110310E,2026-04,2026-04,1191.0
2025-12-30,Sunflower Oil,15121110310E,2026-05,2026-05,1190.0
2025-12-30,Sunflower Oil,15121110310E,2026-06,2026-07,1193.0
2025-12-30,Sunflower Oil,15121110310E,2026-08,2026-09,1205.0
2025-12-30,Sunflower Oil,15121110310E,2026-10,2026-12,1195.0
2025-12-30,Soybean Meal,23040010100B,2026-01,2026-01,339.0
2025-12-30,Soybean Meal,23040010100B,2026-02,2026-02,341.0
2025-12-30,Soybean Meal,23040010100B,2026-03,2026-03,338.0
2025-12-30,Soybean Meal,23040010100B,2026-04,2026-05,325.0
2025-12-30,Soybean Meal,23040010100B,2026-06,2026-07,331.0
2025-12-30,Soybean Meal,23040010100B,2026-08,2026-12,333.0
2026-01-02,Soybeans,12019000190C,2026-01,2026-01,399.0
2026-01-02,Soybeans,12019000190C,2026-02,2026-02,408.0
2026-01-02,Soybeans,12019000190C,2026-03,2026-03,399.0
2026-01-02,Soybeans,12019000190C,2026-04,2026-04,388.0
2026-01-02,Soybeans,12019000190C,2026-05,2026-05,384.0
2026-01-02,Soybeans,12019000190C,2026-06,2026-06,386.0
2026-01-02,Soybeans,12019000190C,2026-07,2026-09,403.0
2026-01-02,Soybeans,12019000190C,2026-10,2026-12,425.0
2026-01-02,Soybean Oil,15071000100Q,2026-01,2026-01,1095.0
2026-01-02,Soybean Oil,15071000100Q,2026-02,2026-02,1074.0
2026-01-02,Soybean Oil,15071000100Q,2026-03,2026-03,1049.0
2026-01-02,Soybean Oil,15071000100Q,2026-04,2026-04,1012.0
2026-01-02,Soybean Oil,15071000100Q,2026-05,2026-05,1010.0
2026-01-02,Soybean Oil,15071000100Q,2026-06,2026-08,1015.0
2026-01-02,Soybean Oil,15071000100Q,2026-09,2026-12,1008.0
2026-01-02,Sunflower Oil,15121110310E,2026-01,2026-01,1208.0
2026-01-02,Sunflower Oil,15121110310E,2026-02,2026-02,1203.0
2026-01-02,Sunflower Oil,15121110310E,2026-03,2026-03,1200.0
2026-01-02,Sunflower Oil,15121110310E,2026-04,2026-04,1198.0
2026-01-02,Sunflower Oil,15121110310E,2026-05,2026-05,1190.0
2026-01-02,Sunflower Oil,15121110310E,2026-06,2026-07,1193.0
2026-01-02,Sunflower Oil,15121110310E,2026-08,2026-09,1205.0
2026-01-02,Sunflower Oil,15121110310E,2026-10,2026-12,1195.0
2026-01-02,Soybean Meal,23040010100B,2026-01,2026-01,334.0
2026-01-02,Soybean Meal,23040010100B,2026-02,2026-02,335.0
2026-01-02,Soybean Meal,23040010100B,2026-03,2026-03,333.0
2026-01-02,Soybean Meal,23040010100B,2026-04,2026-04,321.0
2026-01-02,Soybean Meal,23040010100B,2026-05,2026-05,318.0
2026-01-02,Soybean Meal,23040010100B,2026-06,2026-07,324.0
2026-01-02,Soybean Meal,23040010100B,2026-08,2026-12,327.0
2026-01-05,Soybeans,12019000190C,2026-01,2026-01,407.0
2026-01-05,Soybeans,12019000190C,2026-02,2026-02,412.0
2026-01-05,Soybeans,12019000190C,2026-03,2026-03,405.0
2026-01-05,Soybeans,12019000190C,2026-04,2026-04,393.0
2026-01-05,Soybeans,12019000190C,2026-05,2026-05,390.0
2026-01-05,Soybeans,12019000190C,2026-06,2026-06,391.0
2026-01-05,Soybeans,12019000190C,2026-07,2026-09,408.0
2026-01-05,Soybeans,12019000190C,2026-10,2026-12,431.0
2026-01-05,Soybean Oil,15071000100Q,2026-01,2026-01,1101.0
2026-01-05,Soybean Oil,15071000100Q,2026-02,2026-02,1085.0
2026-01-05,Soybean Oil,15071000100Q,2026-03,2026-03,1061.0
2026-01-05,Soybean Oil,15071000100Q,2026-04,2026-04,1026.0
2026-01-05,Soybean Oil,15071000100Q,2026-05,2026-05,1027.0
2026-01-05,Soybean Oil,15071000100Q,2026-06,2026-07,1033.0
2026-01-05,Soybean Oil,15071000100Q,2026-08,2026-09,1025.0
2026-01-05,Soybean Oil,15071000100Q,2026-10,2026-12,1019.0
2026-01-05,Sunflower Oil,15121110310E,2026-01,2026-01,1207.0
2026-01-05,Sunflower Oil,15121110310E,2026-02,2026-02,1203.0
2026-01-05,Sunflower Oil,15121110310E,2026-03,2026-03,1199.0
2026-01-05,Sunflower Oil,15121110310E,2026-04,2026-05,1195.0
2026-01-05,Sunflower Oil,15121110310E,2026-06,2026-07,1193.0
2026-01-05,Sunflower Oil,15121110310E,2026-08,2026-09,1205.0
2026-01-05,Sunflower Oil,15121110310E,2026-10,2026-12,1195.0
2026-01-05,Soybean Meal,23040010100B,2026-01,2026-01,339.0
2026-01-05,Soybean Meal,23040010100B,2026-02,2026-02,340.0
2026-01-05,Soybean Meal,23040010100B,2026-03,2026-03,336.0
2026-01-05,Soybean Meal,23040010100B,2026-04,2026-04,324.0
2026-01-05,Soybean Meal,23040010100B,2026-05,2026-05,322.0
2026-01-05,Soybean Meal,23040010100B,2026-06,2026-07,328.0
2026-01-05,Soybean Meal,23040010100B,2026-08,2026-10,332.0
2026-01-05,Soybean Meal,23040010100B,2026-11,2026-12,336.0
2026-01-06,Soybeans,12019000190C,2026-01,2026-01,404.0
2026-01-06,Soybeans,12019000190C,2026-02,2026-02,411.0
2026-01-06,Soybeans,12019000190C,2026-03,2026-03,402.0
2026-01-06,Soybeans,12019000190C,2026-04,2026-04,388.0
2026-01-06,Soybeans,12019000190C,2026-05,2026-05,387.0
2026-01-06,Soybeans,12019000190C,2026-06,2026-06,390.0
2026-01-06,Soybeans,12019000190C,2026-07,2026-09,405.0
2026-01-06,Soybeans,12019000190C,2026-10,2026-12,427.0
2026-01-06,Soybean Oil,15071000100Q,2026-01,2026-01,1089.0
2026-01-06,Soybean Oil,15071000100Q,2026-02,2026-02,1078.0
2026-01-06,Soybean Oil,15071000100Q,2026-03,2026-03,1053.0
2026-01-06,Soybean Oil,15071000100Q,2026-04,2026-04,1014.0
2026-01-06,Soybean Oil,15071000100Q,2026-05,2026-05,1013.0
2026-01-06,Soybean Oil,15071000100Q,2026-06,2026-09,1019.0
2026-01-06,Soybean Oil,15071000100Q,2026-10,2026-12,1011.0
2026-01-06,Sunflower Oil,15121110310E,2026-01,2026-02,1214.0
2026-01-06,Sunflower Oil,15121110310E,2026-03,2026-04,1206.0
2026-01-06,Sunflower Oil,15121110310E,2026-05,2026-09,1205.0
2026-01-06,Sunflower Oil,15121110310E,2026-10,2026-12,1195.0
2026-01-06,Soybean Meal,23040010100B,2026-01,2026-03,340.0
2026-01-06,Soybean Meal,23040010100B,2026-04,2026-04,324.0
